,publisher_id,num_skus,num_products,num_retailers,total_points,points_mean,importance_mode,remaining_lifecycle_months_mean,num_geographies,num_listings,weighted_score
148,373,1,1,50,492,9.84,5.0,12.0,50,50,1409.456
154,390,1,1,50,492,9.84,5.0,8.0,50,50,1406.256
232,515,3,1,56,498,8.892857142857142,4.0,-3.0,56,56,1455.5035714285714
381,785,2,1,48,478,9.755102040816327,3.0,20.0,48,49,1379.6795918367345
354,745,4,2,12,444,24.666666666666668,2.0,28.0,6,18,1086.6
139,351,3,1,51,476,9.333333333333334,5.0,3.0,50,51,1376.8000000000002
388,792,3,1,47,472,9.833333333333334,3.0,8.0,46,48,1349.4499999999998
415,834,1,1,40,455,11.375,5.0,30.0,40,40,1270.2375
418,838,1,1,40,455,11.375,5.0,30.0,40,40,1270.2375
425,846,1,1,40,455,11.375,4.0,30.0,40,40,1269.5375
437,860,1,1,40,455,11.375,4.0,30.0,40,40,1269.5375
414,833,1,1,39,454,11.64102564102564,4.0,31.0,39,39,1260.4769230769232
426,847,1,1,39,454,11.64102564102564,4.0,31.0,39,39,1260.4769230769232
438,861,1,1,39,454,11.64102564102564,4.0,31.0,39,39,1260.4769230769232
409,828,1,1,39,454,11.64102564102564,3.0,30.0,39,39,1258.9769230769232
433,856,1,1,40,455,11.375,4.0,28.0,40,40,1267.9375
427,848,1,1,39,454,11.64102564102564,4.0,29.0,39,39,1258.8769230769233
229,512,2,1,49,470,9.591836734693878,4.0,3.0,49,49,1348.7326530612247
423,843,1,1,40,455,11.375,3.0,28.0,40,40,1267.2375
359,757,2,1,48,458,9.346938775510203,4.0,30.0,48,49,1348.0122448979591
226,509,2,1,49,470,9.591836734693878,4.0,2.0,49,49,1347.9326530612248
432,855,1,1,40,455,11.375,4.0,24.0,40,40,1264.7375
421,841,1,1,39,454,11.64102564102564,5.0,23.0,39,39,1254.7769230769234
434,857,1,1,39,454,11.64102564102564,4.0,21.0,39,39,1252.4769230769232
413,832,1,1,40,455,11.375,4.0,9.0,40,40,1252.7375
420,840,1,1,40,455,11.375,5.0,8.0,40,40,1252.6375
160,400,1,1,22,442,20.09090909090909,5.0,2.0,22,22,1083.881818181818
27,40,4,2,15,426,28.4,3.0,27.466666666666665,8,15,1018.4333333333332
220,503,2,1,47,456,9.702127659574469,4.0,4.0,47,47,1305.431914893617
167,407,4,1,32,440,12.571428571428571,3.0,23.0,15,35,1196.3142857142857
456,887,8,2,6,416,26.0,3.0,22.0,3,16,1017.4000000000001
392,796,8,2,25,437,17.48,3.0,9.76,15,25,1095.1399999999999
194,447,11,3,10,423,20.142857142857142,3.0,12.0,7,21,1058.0285714285715
395,801,3,1,44,444,9.866666666666667,4.0,9.0,43,45,1270.68
41,55,2,2,1,360,120.0,3.0,32.0,1,3,880.8000000000001
373,776,2,1,45,414,9.0,4.0,30.0,45,46,1235.3999999999999
370,772,2,1,45,414,9.0,3.0,30.0,45,46,1234.6999999999998
367,766,2,1,45,414,9.0,5.0,26.0,45,46,1232.8999999999999
382,786,2,1,44,413,9.177777777777777,5.0,26.0,44,45,1222.96
371,774,3,1,46,416,8.851063829787234,4.0,22.0,46,47,1240.4659574468085
384,788,2,1,46,416,8.851063829787234,5.0,20.0,46,47,1240.0659574468084
361,760,2,1,45,414,9.0,5.0,23.0,45,46,1230.5
363,762,2,1,45,414,9.0,3.0,24.0,45,46,1229.8999999999999
375,778,3,1,46,416,8.851063829787234,4.0,19.0,46,47,1238.0659574468084
386,790,3,1,45,410,8.91304347826087,5.0,30.0,45,46,1227.5217391304348
364,763,2,1,45,414,9.0,5.0,17.0,45,46,1225.6999999999998
328,688,2,1,3,360,120.0,2.0,-16.0,1,3,838.7
451,880,2,1,44,413,9.177777777777777,4.0,18.0,44,45,1215.8600000000001
390,794,2,1,43,407,9.25,5.0,30.0,43,44,1206.125
379,783,2,1,45,414,9.0,4.0,14.0,45,46,1222.6
374,777,2,1,45,414,9.0,4.0,13.0,45,46,1221.8
403,815,2,1,44,408,9.066666666666666,5.0,22.0,44,45,1209.66
387,791,3,1,44,408,9.066666666666666,5.0,22.0,44,45,1209.16
391,795,2,1,44,408,9.066666666666666,5.0,21.0,44,45,1208.8600000000001
389,793,2,1,40,403,9.829268292682928,5.0,27.0,40,41,1171.9463414634145
369,771,3,1,45,410,8.91304347826087,3.0,16.0,44,46,1214.821739130435
404,819,2,1,39,401,10.025,5.0,18.0,39,40,1152.8225000000002
402,814,4,1,48,403,8.224489795918368,4.0,16.0,44,49,1224.4020408163265
316,672,12,2,18,377,12.161290322580646,3.0,6.0,11,31,1038.9451612903226
250,579,8,2,17,367,15.291666666666666,3.0,15.0,11,24,962.9625000000001
335,722,3,1,7,345,49.285714285714285,4.0,12.0,6,7,800.8571428571429
37,51,3,1,17,364,21.41176470588235,3.0,7.0,11,17,889.5705882352942
184,437,2,1,7,322,46.0,4.0,10.0,6,7,750.8
257,596,7,4,18,336,12.0,3.0,12.642857142857142,11,28,932.6142857142858
290,640,4,2,12,336,18.666666666666668,3.0,-3.0,7,18,841.2
455,886,7,5,5,312,24.0,3.0,34.23076923076923,1,13,786.6846153846154
176,420,2,1,21,334,15.181818181818182,4.0,-1.0,16,22,861.2636363636364
305,659,3,2,7,311,44.42857142857143,3.0,0.5714285714285714,6,7,717.6428571428571
397,803,5,2,19,324,16.2,4.0,9.0,15,20,831.58
266,608,4,2,4,309,44.142857142857146,2.0,-4.428571428571429,4,7,713.9857142857143
474,914,1,1,1,240,120.0,3.0,40.0,1,2,638.7
478,918,2,2,1,240,120.0,4.0,40.0,1,2,637.9
475,915,1,1,1,240,120.0,3.0,35.0,1,2,634.7
510,956,1,1,1,240,120.0,3.0,28.0,1,2,629.1
504,949,2,2,1,240,120.0,3.0,27.5,1,2,627.2
280,626,2,2,1,240,120.0,3.0,21.0,1,2,622.0
263,604,5,1,10,282,28.2,4.0,27.0,5,10,690.78
457,888,4,1,21,289,13.761904761904763,2.0,31.0,13,21,782.8857142857142
227,510,1,1,41,301,7.341463414634147,4.0,1.0,41,41,942.8073170731707
334,721,3,2,8,260,28.88888888888889,2.0,19.11111111111111,3,9,633.4888888888888
207,477,5,2,15,263,15.470588235294118,5.0,19.470588235294116,10,17,695.4999999999999
133,341,3,1,3,244,48.8,3.0,4.0,3,5,579.0199999999999
202,470,2,1,21,244,11.090909090909092,4.0,18.0,21,22,693.2818181818183
265,607,6,4,14,233,8.62962962962963,4.0,23.0,6,27,730.5666666666667
446,871,4,2,11,231,14.4375,3.0,11.5,8,16,621.0937499999999
454,885,3,1,14,218,15.571428571428571,2.0,40.0,10,14,593.9142857142857
261,601,4,4,2,200,50.0,3.0,20.75,2,4,493.9
61,166,4,1,15,223,13.9375,3.0,9.0,13,16,596.14375
450,879,3,1,6,201,33.5,4.0,29.0,4,6,504.04999999999995
314,669,11,6,11,209,8.038461538461538,3.0,14.5,7,26,666.1346153846155
453,882,2,1,2,160,80.0,3.0,12.0,2,2,417.9
476,916,1,1,1,120,120.0,3.0,52.0,1,1,398.3
313,668,2,2,4,168,42.0,3.0,15.0,3,4,417.20000000000005
505,950,1,1,1,120,120.0,4.0,40.0,1,1,389.40000000000003
489,931,1,1,1,120,120.0,4.0,40.0,1,1,389.40000000000003
488,930,1,1,1,120,120.0,4.0,40.0,1,1,389.40000000000003
480,920,1,1,1,120,120.0,4.0,40.0,1,1,389.40000000000003
497,940,1,1,1,120,120.0,4.0,40.0,1,1,389.40000000000003
485,925,1,1,1,120,120.0,3.0,40.0,1,1,388.70000000000005
513,959,1,1,1,120,120.0,3.0,36.0,1,1,385.5
511,957,1,1,1,120,120.0,3.0,36.0,1,1,385.5
503,946,1,1,1,120,120.0,4.0,35.0,1,1,385.40000000000003
512,958,1,1,1,120,120.0,3.0,35.0,1,1,384.70000000000005
496,939,1,1,1,120,120.0,3.0,34.0,1,1,383.90000000000003
508,953,1,1,1,120,120.0,3.0,34.0,1,1,383.90000000000003
483,923,1,1,1,120,120.0,3.0,34.0,1,1,383.90000000000003
487,929,1,1,1,120,120.0,2.0,34.0,1,1,383.20000000000005
499,942,1,1,1,120,120.0,3.0,32.0,1,1,382.3
481,921,1,1,1,120,120.0,4.0,30.0,1,1,381.40000000000003
484,924,1,1,1,120,120.0,2.0,28.0,1,1,378.40000000000003
249,543,2,2,2,160,40.0,3.0,17.0,1,4,404.8
493,936,1,1,1,120,120.0,3.0,26.0,1,1,377.5
424,845,1,1,1,120,120.0,4.0,25.0,1,1,377.40000000000003
486,926,1,1,1,120,120.0,3.0,25.0,1,1,376.70000000000005
400,808,1,1,12,168,12.923076923076923,4.0,35.0,12,13,484.1307692307692
492,935,1,1,1,120,120.0,4.0,22.0,1,1,375.0
416,836,1,1,1,120,120.0,5.0,21.0,1,1,374.90000000000003
62,169,3,3,4,158,22.571428571428573,3.0,40.0,4,7,428.3142857142857
190,443,1,1,1,120,120.0,3.0,22.0,1,1,374.3
479,919,1,1,1,120,120.0,3.0,22.0,1,1,374.3
495,938,1,1,1,120,120.0,3.0,21.0,1,1,373.5
506,951,1,1,1,120,120.0,4.0,19.0,1,1,372.6
408,826,8,2,12,178,7.12,2.0,4.76,8,25,588.4159999999999
507,952,1,1,1,120,120.0,4.0,16.0,1,1,370.20000000000005
490,933,1,1,1,120,120.0,4.0,16.0,1,1,370.20000000000005
494,937,1,1,1,120,120.0,3.0,16.0,1,1,369.5
498,941,1,1,1,120,120.0,3.0,15.0,1,1,368.70000000000005
501,944,1,1,1,120,120.0,3.0,15.0,1,1,368.70000000000005
349,740,3,3,4,154,25.666666666666668,3.0,40.0,4,6,413.1
514,960,1,1,1,120,120.0,3.0,14.0,1,1,367.90000000000003
477,917,1,1,1,120,120.0,4.0,11.0,1,1,366.20000000000005
482,922,1,1,1,120,120.0,4.0,10.0,1,1,365.40000000000003
491,934,1,1,1,120,120.0,3.0,10.0,1,1,364.70000000000005
500,943,1,1,1,120,120.0,4.0,9.0,1,1,364.6
396,802,1,1,12,168,12.923076923076923,4.0,18.0,12,13,470.5307692307693
360,759,2,1,24,179,7.16,4.0,8.0,24,25,576.044
502,945,1,1,1,120,120.0,3.0,3.0,1,1,359.1
459,890,2,2,3,146,48.666666666666664,2.0,18.0,3,3,372.90000000000003
95,277,1,1,10,155,14.090909090909092,2.0,35.0,9,11,441.48181818181814
121,324,4,1,10,162,14.727272727272727,3.0,5.0,9,11,431.25454545454545
130,336,1,1,3,125,41.666666666666664,3.0,36.0,3,3,341.2
315,670,6,3,10,144,7.2,3.0,7.0,6,20,476.78000000000003
299,653,2,1,3,132,33.0,3.0,1.0,2,4,328.79999999999995
182,427,3,3,2,112,28.0,3.0,38.75,2,4,314.0
336,724,2,2,2,108,36.0,4.0,23.666666666666668,1,3,293.23333333333335
104,290,3,1,5,117,19.5,2.0,20.0,3,6,316.75
355,746,2,1,4,108,27.0,3.0,30.0,2,4,296.6
458,889,3,1,5,110,22.0,2.0,31.0,3,5,303.8
350,741,4,2,1,96,24.0,3.0,40.0,1,4,281.80000000000007
331,711,3,2,5,106,21.2,3.0,19.0,4,5,285.28
189,442,3,1,12,115,9.583333333333334,5.0,12.0,11,12,346.32500000000005
84,254,2,1,10,111,11.1,4.0,14.0,8,10,324.79
348,739,2,2,3,90,22.5,3.0,37.0,3,4,263.25
442,865,2,1,4,94,13.428571428571429,4.0,33.0,3,7,289.5857142857143
351,742,3,3,2,84,21.0,4.0,40.0,2,4,253.39999999999998
461,892,2,1,4,96,24.0,3.0,6.0,1,4,250.60000000000002
449,878,2,1,7,93,13.285714285714286,4.0,26.0,5,7,276.0571428571429
344,734,3,3,1,72,24.0,4.0,52.0,1,3,233.59999999999997
385,789,3,1,12,98,8.166666666666666,4.0,15.0,5,12,312.15000000000003
353,744,3,3,1,72,24.0,3.0,40.0,1,3,223.29999999999998
90,267,1,1,2,64,32.0,4.0,40.0,2,2,206.3
464,895,2,1,4,67,16.75,4.0,33.0,3,4,208.575
21,28,2,1,3,75,25.0,1.0,5.0,3,3,199.5
264,605,2,1,2,63,31.5,4.0,19.0,2,2,186.54999999999998
262,602,1,1,1,60,60.0,4.0,-12.0,1,1,173.79999999999998
460,891,5,4,6,72,9.0,3.0,20.5,5,8,232.6
345,736,2,2,1,48,24.0,4.0,52.0,1,2,177.1
337,727,2,2,1,48,24.0,3.0,43.5,1,2,169.6
347,738,2,2,1,48,24.0,3.0,40.0,1,2,166.79999999999998
85,261,3,1,4,57,14.25,4.0,31.0,4,4,184.325
300,654,1,1,5,66,13.2,3.0,4.0,5,5,188.18
298,652,5,3,4,67,9.571428571428571,4.0,4.0,4,7,205.5142857142857
86,262,1,1,2,42,21.0,2.0,40.0,2,2,151.0
236,521,1,1,5,53,10.6,4.0,17.0,4,5,170.84
318,674,2,1,5,51,10.2,4.0,21.0,5,5,169.28
470,901,3,2,3,47,11.75,3.0,24.0,3,4,156.675
462,893,1,1,2,36,18.0,3.0,40.0,2,2,136.99999999999997
126,330,1,1,1,40,40.0,5.0,1.0,1,1,126.9
466,897,2,1,2,42,21.0,3.0,15.0,2,2,131.2
468,899,2,1,3,44,14.666666666666666,2.0,18.0,2,3,139.2
467,898,3,2,2,44,14.666666666666666,3.0,10.0,2,3,133.99999999999997
407,825,2,2,6,46,7.666666666666667,3.0,16.666666666666668,4,6,159.73333333333335
168,409,1,1,1,30,30.0,3.0,23.0,1,1,114.1
357,748,3,2,6,44,4.888888888888889,2.0,15.333333333333334,4,9,180.9666666666667
346,737,1,1,3,29,9.666666666666666,3.0,40.0,3,3,123.6
309,664,2,1,8,44,5.5,3.0,6.0,5,8,162.34999999999997
463,894,1,1,1,24,24.0,4.0,18.0,1,1,93.4
443,866,1,1,2,24,12.0,4.0,30.0,1,2,100.19999999999999
118,320,2,2,6,30,5.0,1.0,18.333333333333332,4,6,125.26666666666668
465,896,1,1,1,12,12.0,3.0,28.0,1,1,65.9
394,799,2,1,5,17,3.4,3.0,25.0,5,5,97.66
89,266,2,1,5,20,3.3333333333333335,3.0,10.0,5,6,101.6
441,864,2,2,2,8,2.0,3.0,35.0,1,4,80.99999999999999
448,874,1,1,1,2,2.0,2.0,40.0,1,1,45.8
509,955,2,1,3,12,4.0,2.0,12.0,3,3,60.89999999999999
444,868,1,1,1,3,3.0,2.0,28.0,1,1,39.10000000000001
472,903,1,1,1,2,2.0,3.0,27.0,1,1,36.1
473,904,1,1,2,4,2.0,3.0,22.0,1,2,44.1
439,862,2,1,2,5,2.5,4.0,7.0,2,2,34.85000000000001
471,902,1,1,2,4,2.0,4.0,9.0,1,2,34.4
469,900,1,1,2,4,2.0,2.0,7.0,1,2,31.4
