,publisher_id,num_skus,num_products,num_retailers,total_points,points_mean,importance_mode,remaining_lifecycle_months_mean,num_geographies,num_listings,weighted_score
218,489,7,3,74,2378,4.0,4.0,16.0,51,145,-4755.090799859525
152,386,2,2,51,494,3.0,5.0,13.0,50,51,-4804.323763931109
57,155,164,21,356,27144,6.0,3.0,15.0,69,1379,-4819.246819608174
388,792,3,1,47,472,2.0,3.0,8.0,46,48,-4902.670566473225
297,651,22,8,98,3958,6.0,3.0,26.0,49,153,-4983.0000041223075
106,292,30,7,104,6560,8.0,2.0,3.0,31,278,-4996.5
75,243,10,3,35,1149,27.0,2.0,-11.0,16,38,-5059.0
74,241,28,7,65,1939,6.0,4.0,8.0,27,125,-5214.670566473225
77,245,125,40,398,29538,3.0,5.0,26.0,70,2240,-5216.0000041223075
372,775,6,3,47,1238,2.0,3.0,4.0,47,138,-5387.5
154,390,1,1,50,492,3.0,5.0,8.0,50,50,-5388.670566473225
296,650,27,3,65,3150,8.0,2.0,-2.0,23,139,-5472.0
275,619,18,3,43,1062,8.0,2.0,-1.0,19,61,-5680.0
321,678,15,2,88,2589,6.0,3.0,28.0,44,122,-5707.000000557893
210,480,3,1,50,1254,3.0,4.0,5.0,49,99,-5828.0
228,511,2,1,49,1214,3.0,4.0,3.0,49,98,-5926.5
29,43,92,12,250,16341,6.0,2.0,35.0,59,713,-6071.000000000508
440,863,7,2,55,1620,24.0,4.0,4.0,23,65,-6158.0
136,347,3,2,59,682,3.0,4.0,10.0,58,59,-6191.131277777468
311,666,13,2,42,953,5.0,2.0,-6.0,20,62,-6197.0
320,677,20,6,89,1796,4.0,2.0,40.0,52,122,-6315.000000000004
199,458,39,11,147,7831,6.0,3.0,19.0,50,387,-6477.504520658814
247,541,8,1,51,992,6.0,4.0,6.0,25,53,-6525.0
188,441,14,3,62,985,4.0,3.0,8.0,46,79,-6575.170566473225
103,289,8,2,75,1422,5.5,2.0,19.5,42,78,-6598.502741918172
227,510,1,1,41,301,2.0,4.0,1.0,41,41,-6600.0
216,487,19,5,72,1351,4.0,3.0,15.0,53,110,-6651.746819608174
383,787,11,4,68,1010,4.0,4.0,14.0,51,85,-6720.670925255805
268,610,15,3,85,3835,8.0,2.0,4.0,28,193,-6982.5
120,323,1,1,49,607,3.0,4.0,5.0,49,49,-7011.0
220,503,2,1,47,456,3.0,4.0,4.0,47,47,-7060.0
180,425,2,2,50,727,3.5,5.0,3.0,49,50,-7158.0
253,592,14,2,59,1485,8.0,2.0,2.0,23,95,-7342.0
151,381,7,5,52,828,3.5,5.0,2.0,50,56,-7442.5
229,512,2,1,49,470,3.0,4.0,3.0,49,49,-7488.0
226,509,2,1,49,470,3.0,4.0,2.0,49,49,-7588.0
231,514,3,2,53,638,3.0,4.0,4.0,53,62,-7760.5
139,351,3,1,51,476,3.0,5.0,3.0,50,51,-7834.5
233,516,5,1,77,863,3.0,5.0,21.0,57,78,-7902.500611804641
230,513,4,2,51,630,3.0,4.0,-1.0,49,51,-7938.0
342,732,8,2,56,923,6.0,3.0,2.0,21,62,-7959.5
119,321,17,3,69,2136,6.0,2.0,1.0,31,89,-7963.0
169,410,4,1,52,564,3.0,3.0,1.0,51,52,-8041.5
94,274,11,1,84,1724,8.0,3.0,15.0,34,91,-8047.746819608174
83,252,75,9,187,10279,6.0,2.0,25.0,51,515,-8084.000011205593
162,402,69,14,239,15357,8.0,3.0,14.0,62,633,-8220.170925255805
304,658,18,3,77,2523,4.0,3.0,2.0,51,110,-8491.5
393,798,14,2,76,1512,4.0,4.0,7.0,46,99,-8568.258882342885
174,418,25,9,120,3818,5.5,3.0,29.0,54,186,-8887.500000205238
277,621,12,4,65,1137,4.0,3.0,4.0,48,110,-8894.0
112,310,16,4,75,2138,24.0,4.0,2.0,35,93,-8915.0
252,591,11,1,95,1704,4.0,4.0,26.0,51,99,-8950.000004122307
116,317,13,3,102,2867,8.0,3.0,14.0,35,133,-9058.670925255805
166,406,31,3,119,4318,8.0,3.0,15.0,40,171,-9110.746819608174
282,628,28,3,117,3517,4.0,3.0,27.0,51,184,-9122.500001516511
42,56,83,19,275,17988,6.0,3.0,12.0,63,1023,-9135.957504353333
232,515,3,1,56,498,3.0,4.0,-3.0,56,56,-9281.0
81,250,28,9,124,4917,8.0,3.0,10.0,58,226,-9290.63127777747
101,285,5,1,59,591,3.0,3.0,-2.0,49,59,-9541.0
325,685,6,3,99,1854,4.0,3.0,23.0,53,102,-9664.500082798753
149,374,11,2,89,1560,4.0,3.0,11.0,52,93,-9687.975893998171
200,459,22,5,127,3624,6.0,3.0,36.5,56,188,-9744.000000000113
214,484,7,3,70,1084,4.0,4.0,3.0,57,78,-10020.5
129,335,22,6,111,3303,4.0,5.0,11.0,52,201,-10058.975893998171
49,67,21,6,100,3636,8.0,2.0,4.0,37,184,-10128.5
219,502,36,12,120,3835,8.0,2.0,15.0,52,242,-10223.246819608174
124,328,6,2,99,1936,6.0,3.0,14.0,52,101,-10394.170925255805
274,618,29,4,109,4398,8.0,2.0,2.0,50,195,-10411.5
254,593,25,3,128,4016,5.0,4.0,23.0,48,213,-10451.500082798753
212,482,74,14,203,10615,5.0,3.0,22.0,67,544,-10572.50022507035
238,523,11,2,91,1519,4.0,4.0,8.0,42,116,-10656.670566473225
39,53,77,12,184,8681,3.0,4.0,22.0,63,557,-10999.00022507035
157,394,4,2,98,1084,3.0,5.0,22.0,61,99,-11111.00022507035
34,48,200,24,390,26831,6.0,2.0,16.0,70,1492,-11425.090799859525
322,680,10,1,75,1500,4.0,2.0,-15.0,30,78,-11899.0
204,473,5,2,103,1313,3.0,3.0,18.0,58,105,-11950.512288424707
195,449,10,4,92,1943,6.0,3.0,6.0,28,105,-11951.5
217,488,26,4,120,3079,5.0,4.0,13.0,56,148,-11990.823763931108
172,416,6,1,79,1057,3.0,4.0,-1.0,57,79,-12077.0
198,457,30,9,152,5744,5.5,4.0,14.0,56,222,-12255.170925255805
158,397,138,7,442,29808,4.0,2.0,28.0,70,2042,-12503.000000557893
13,16,140,25,400,27054,6.0,4.0,18.0,69,1394,-12551.512288424707
197,452,23,8,152,5353,4.0,3.0,17.0,57,307,-12583.03340340158
186,439,33,3,186,8403,6.0,3.0,15.0,44,436,-12609.246819608174
161,401,20,6,95,1829,5.0,4.0,3.0,50,119,-13031.5
79,248,30,4,139,2986,4.0,3.0,37.0,58,199,-13131.50000000007
285,633,12,1,84,1314,4.0,2.0,-8.0,50,87,-13173.5
203,471,2,2,90,1086,4.0,4.0,6.0,53,90,-13278.5
131,337,17,7,109,3150,3.0,4.0,-5.0,61,285,-13455.0
143,356,4,2,105,978,3.0,5.0,12.0,57,105,-13580.957504353333
8,10,388,28,772,58812,4.0,1.0,8.0,76,4233,-13774.170566473225
97,279,8,2,102,2022,4.0,2.0,1.0,51,106,-14063.5
22,29,18,2,144,3927,5.0,2.0,16.0,41,239,-14148.090799859525
144,357,4,3,100,1082,3.0,4.0,6.0,56,100,-15084.0
278,622,42,3,167,6911,4.0,2.0,5.0,55,371,-15295.0
138,350,37,6,167,7074,8.0,3.0,1.0,58,295,-15482.5
45,60,32,10,155,4775,3.0,3.0,7.0,62,400,-15914.758882342885
205,474,37,12,147,3129,6.0,4.0,18.0,51,227,-16221.012288424707
105,291,151,12,338,21903,6.0,3.0,-8.0,61,1371,-16275.0
48,64,19,2,139,2382,4.0,2.0,16.0,55,163,-16449.090799859525
135,345,64,11,251,11681,6.0,3.0,23.0,64,705,-16688.500082798753
171,415,15,3,137,3703,6.0,3.0,2.0,50,184,-16810.0
38,52,132,13,460,30117,5.0,3.0,13.0,67,1783,-17038.82376393111
156,393,24,5,172,4564,4.5,3.0,20.0,54,250,-17529.50166305744
99,281,160,11,439,27456,4.0,2.0,22.0,69,1800,-17724.50022507035
64,176,17,1,157,3475,5.0,3.0,9.0,57,229,-18187.57413673573
47,62,58,5,280,13681,6.0,3.0,8.0,62,752,-19549.670566473225
31,45,397,29,839,61111,4.0,1.0,23.0,78,4159,-19609.500082798753
128,333,136,18,341,20427,4.0,3.0,-5.0,70,1269,-19614.5
72,238,86,13,322,15116,5.5,2.0,46.0,63,756,-20304.0
11,14,80,15,283,13079,4.0,3.0,13.0,65,895,-20446.82376393111
178,422,31,6,218,9005,5.5,3.0,-3.0,62,384,-21049.5
192,445,16,4,173,4593,4.0,5.0,4.0,62,343,-21075.5
170,411,64,6,278,10908,5.0,3.0,43.0,62,673,-21109.5
96,278,40,7,203,5146,4.0,3.0,23.0,53,385,-21506.000082798753
163,403,156,17,482,29607,4.0,2.0,14.0,67,2020,-21664.170925255807
117,319,112,14,423,23991,5.0,3.0,26.0,68,1425,-21812.500004122307
107,303,55,4,302,15709,6.0,4.0,-1.0,65,873,-21883.0
239,528,41,3,265,9951,4.0,3.0,22.0,58,659,-22717.50022507035
251,590,40,6,250,8285,5.0,4.0,24.0,62,447,-23481.50003045996
137,349,17,4,203,4252,4.0,3.0,20.0,63,248,-23704.50166305744
80,249,30,2,216,5004,4.0,4.0,22.0,62,375,-24174.50022507035
127,332,15,6,205,4135,4.0,5.0,11.0,61,297,-25145.47589399817
108,305,35,5,279,10327,5.0,4.0,17.0,65,537,-25159.03340340158
87,264,49,8,267,8462,4.0,3.0,16.0,69,567,-26847.090799859525
224,507,53,5,276,10581,4.0,3.0,6.0,61,629,-27131.0
59,163,78,4,390,18445,5.0,2.0,11.0,66,1324,-28459.47589399817
23,32,18,6,211,4145,4.0,3.0,6.0,63,283,-28723.0
67,214,45,7,294,9041,4.0,3.0,25.0,67,646,-29512.500011205593
54,73,177,7,589,34251,4.0,2.0,16.0,74,2502,-30702.090799859525
73,239,64,3,290,10055,4.0,2.0,-2.0,61,663,-31472.0
155,391,63,9,320,12090,6.0,3.0,3.0,60,689,-32299.5
53,72,107,11,513,26483,4.0,2.0,15.0,72,1757,-33594.746819608175
114,312,52,6,358,13048,6.0,3.0,13.0,66,857,-33916.32376393111
44,58,92,8,474,23357,5.0,2.0,4.0,70,1383,-36421.5
46,61,23,3,314,7576,4.0,4.0,14.0,63,535,-37216.67092525581
58,162,104,11,510,21817,4.0,2.0,-2.0,69,1626,-46275.5
306,660,153,9,603,26891,4.0,1.0,27.0,71,1829,-47796.00000151651
113,311,21,1,334,6066,5.0,2.0,-5.0,56,373,-47963.5
6,7,102,5,526,20436,4.0,2.0,3.0,71,1608,-51395.5
36,50,85,11,602,25006,4.0,2.0,1.0,71,1851,-55762.0
55,104,101,5,633,24379,4.0,2.0,18.0,74,2158,-58440.01228842471
26,37,277,9,823,38404,4.0,1.0,5.0,78,3059,-67093.5
